	Feature	Intercept_mean	CV_HEI_mean	Intercept_std	CV_HEI_std	Intercept_hdi	CV_HEI_hdi	lower	upper	credible	Taxon
35	1986030e3c5cd5df6d869054bc96e536	-6.929404040000021	-0.04562034465965	0.3149943547304911	0.0163647664266815	(-7.51507, -6.33689)	(-0.0778008, -0.0159805)	0.03218045534035	0.02963984465965	yes	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Pasteurellaceae; g__Haemophilus_D_735815; s__Haemophilus_D_735815 parainfluenzae_P
36	4ce0afbaae4138f34580aa9f62b7a0fd	-7.596644609999994	-0.0454932881075	0.3455412863364488	0.0179152965645871	(-8.29787, -7.00429)	(-0.0772964, -0.0114482)	0.0318031118925	0.0340450881075	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Aristaeellaceae; g__Limiplasma; s__Limiplasma merdipullorum
37	8aff935557eab67b0baa4553b8518105	-7.955732024999996	-0.045238468915	0.2991343725155127	0.0154396695315663	(-8.52259, -7.40621)	(-0.0730998, -0.0155687)	0.027861331085000003	0.029669768915000005	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Coprococcus_A_187866; s__Coprococcus_A_187866 catus_A
38	138eb7703e1255cf29760a4440de2a47	-7.781080139999995	-0.044872666235	0.2658803490991395	0.0137408185717355	(-8.23323, -7.23999)	(-0.0691553, -0.0180772)	0.024282633765000006	0.026795466234999996	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Faecousia; s__Faecousia sp000434635
40	6c83fec6e8d03fad51eabc871853c991	-7.565413775	-0.0441665009633	0.395633768294997	0.0206951878794728	(-8.2461, -6.74355)	(-0.0836763, -0.0060685)	0.039509799036699995	0.0380980009633	yes	d__Bacteria; p__Bacillota_C; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella_A; s__Veillonella_A parvula
41	ccce7fe8aa849bed027f6898300e0c45	-7.775373319999985	-0.0439303472385	0.3173473116298254	0.0165075811377646	(-8.36484, -7.18523)	(-0.076407, -0.0145976)	0.032476652761500004	0.029332747238499997	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Catonella; s__Catonella morbi
42	f655279fdb3e9fe733677c83df662486	-7.808230454999995	-0.0438959383449999	0.2395572671555655	0.0124701231483839	(-8.26678, -7.38153)	(-0.0684738, -0.0220372)	0.024577861655000102	0.0218587383449999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Dysosmobacter; s__Dysosmobacter sp000403435
43	68ee181a51a55ca3814763c9214cfd8a	-7.880242774999995	-0.04325079449705	0.2893170534362767	0.0149977785546806	(-8.40147, -7.33106)	(-0.070568, -0.0150265)	0.027317205502950005	0.028224294497050002	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium duncaniae
44	69d052e452e79d571cba042af265d50c	-4.317502130000007	-0.0429716532081998	0.4066628603028105	0.0208818616267745	(-5.07851, -3.54139)	(-0.0830608, -0.00620187)	0.0400891467918002	0.036769783208199805	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Coprococcus_A_121497; s__Coprococcus_A_121497 eutactus
45	1243750138937650754b619370565800	-5.335067155000008	-0.0425972943404999	0.2656520396568715	0.0135412156629861	(-5.84988, -4.86648)	(-0.0678813, -0.0178645)	0.025284005659500106	0.0247327943404999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospira; s__Lachnospira sp000437735
