Feature	Intercept_mean	CV_HEI_mean	Intercept_std	CV_HEI_std	Intercept_hdi	CV_HEI_hdi
19cb3add28813b2bf3e1f40a000d33c2	-4.750018959999991	0.017575992422050025	0.2474614935268081	0.012838276694556734	(-5.26132, -4.31781)	(-0.00604417, 0.0426241)
686d42b9552375c3b61301ae5605e3a2	-5.640367400000008	-0.04629436100539997	0.41475771551393703	0.021646283934981327	(-6.37521, -4.87202)	(-0.085107, -0.00566099)
51625f89e7332f46ab0641e10cede6ea	-6.88121127	-0.029704754466603495	0.39678025873332845	0.020279629378099056	(-7.58764, -6.10496)	(-0.0723403, 0.00357329)
ddd87ec4b9d332c2d8c02f5d1b08dbb4	-7.651886685000009	0.010647884531449988	0.1758311457542742	0.009059573079510826	(-7.97685, -7.32029)	(-0.00653206, 0.0276426)
588a23811b3e98af68f4f0fb24a0daa8	-5.392197584999995	-0.00396481767993	0.2539498092088627	0.01324120074573874	(-5.87825, -4.92931)	(-0.0275935, 0.0214762)
7c82a2ef7685c5c6dc3080f56033cee9	-8.341388974999976	-0.03065315304039996	0.36962253450040017	0.01909052618322987	(-9.02332, -7.61923)	(-0.0652885, 0.00643901)
b835514e2678e3c7ba13bfe0a0d79bb4	-7.900043410000005	-0.03457710979474994	0.37967277907755254	0.01955811173583758	(-8.60232, -7.18327)	(-0.0705598, 0.0014408)
c162a4f3943238810eba8a25f0563cca	-5.585807099999994	0.01645600753160003	0.17419103170912678	0.009052444041825184	(-5.91274, -5.26513)	(-0.000967513, 0.032716)
5b00db3216a94bcd5c4842499bf6bf6e	-7.496951055000006	-0.02470323694759996	0.2438071081880857	0.012585878781683825	(-7.94477, -7.05457)	(-0.0488398, -0.00198859)
beef5a54aaee13f217ecede427cb3071	-6.553784509999997	-0.05779012956454987	0.4136492444068525	0.021509734287077843	(-7.33928, -5.83156)	(-0.0993716, -0.019803)
f7686a74ca2d3729eb66305e8a26309b	-3.9008076700000043	0.009029499170644996	0.1166198384001243	0.006053684046278741	(-4.12232, -3.68446)	(-0.00158827, 0.0206515)
5ca5ea401c8d3569e69626d2f81d5578	-5.999853640000002	0.0015472077249999983	0.4918725098379159	0.025402307458594335	(-7.01892, -5.15169)	(-0.0456625, 0.048742)
b6d740387526e21887b761f90fbc914a	-9.47735414500001	0.05317961061499987	0.36568555896954563	0.018619188655254842	(-10.1679, -8.83265)	(0.0218439, 0.0885734)
5e69d50b5a886d1b222f36de84a9dc98	-9.806923615000017	0.0310283988468	0.37546754512391833	0.01944760240343328	(-10.5456, -9.12902)	(-0.00560527, 0.0677817)
208c8722c4dd18b60b2b2684272ff26c	-6.886632380000002	-0.08250197853500002	0.49664404718685196	0.025741288445650268	(-7.84869, -5.99101)	(-0.131484, -0.0359546)
95fb1be2ae50b6d347649ea76c2a1874	-8.25938174500001	-0.04076454747604998	0.3031800943444426	0.015678460082592383	(-8.83655, -7.70063)	(-0.0711485, -0.0131012)
