Feature	Intercept_mean	fatty_acids_saturated_eaten_mean	Intercept_std	fatty_acids_saturated_eaten_std	Intercept_hdi	fatty_acids_saturated_eaten_hdi
2268b83b6cb307bfd1cd008dae1ce4b3	-7.317543064999997	-0.00031964054906500006	0.35983609079406703	0.009955908822343965	(-7.98985, -6.61116)	(-0.0208205, 0.0172061)
e9ad916c93ff127ade2a8283db7603a1	-6.1715277949999905	2.5852216135000867e-05	0.5201673284639171	0.014506591913447128	(-7.16299, -5.229)	(-0.025452, 0.0282475)
624d0040eafc828499b5009791d96b85	-8.805150590000013	-0.00492288770010001	0.20744664904368038	0.0057896376027598674	(-9.17215, -8.40594)	(-0.0161101, 0.00563103)
bc5146d3526a9ef5179457a2077b1b46	-9.366810185000006	0.006737059645429991	0.18138369569014678	0.005023087275354569	(-9.68702, -9.0257)	(-0.00185083, 0.0166171)
7bbb537e486b770d58232a6c683a3a9f	-7.314369145000006	0.002897931479870004	0.18653357880477991	0.005166303490553472	(-7.64913, -6.94679)	(-0.00645906, 0.0132242)
30c16856bd5bae4cd2f1182341b30ffc	-9.218162959999995	0.004367458389195002	0.32869974181878847	0.009143053759395173	(-9.84492, -8.62221)	(-0.0113483, 0.0227559)
ac5402de1ddf427ab8d2b0a8a0a44f19	-3.5833025149999957	-0.0013147250190406507	0.19110232604242364	0.005297570380839678	(-3.93525, -3.23098)	(-0.0110611, 0.00839346)
d0037fe3397f56b52e971759e3f2f7a8	-8.96514738000001	0.0037709453217650017	0.3663528794759714	0.010255448779416159	(-9.66314, -8.31332)	(-0.0145933, 0.023284)
3d7f3a3956e66e4728521a97abd9f07b	-7.256138285	-0.007110226385110009	0.4378664907285198	0.01209290779849735	(-8.09668, -6.46629)	(-0.0303078, 0.0145952)
3e15d94435169ddada1e508dd8b83a55	-8.036597809999984	-0.0009133377902349997	0.2845990199681015	0.007912347157893284	(-8.57434, -7.49931)	(-0.0168866, 0.0130376)
ed1528f4822674c9e1da64b84c778e9f	-5.858230070000003	-0.0026211005226549986	0.23972722749866182	0.006649099479023237	(-6.29563, -5.4116)	(-0.0154136, 0.00941751)
477734397215c70bdacce28d5685cc6e	-5.93177682	-0.0084082014869	0.49397613846043975	0.013908404259540734	(-6.91567, -5.11059)	(-0.0336473, 0.0173836)
1243750138937650754b619370565800	-5.697391949999993	-0.01222579367260002	0.2740528538961005	0.007601398945922145	(-6.2186, -5.2091)	(-0.0264925, 0.00176463)
997c1b9bc29e50b9096303c708bb54e8	-9.683069159999995	0.005101413513360004	0.27004617689534943	0.00748060715121909	(-10.1702, -9.14494)	(-0.00877623, 0.0190938)
8aff935557eab67b0baa4553b8518105	-9.356536774999995	0.01616015013160001	0.31062918397721323	0.00857748072971621	(-9.90975, -8.73614)	(0.000929412, 0.0334331)
39bb3fb5b2257fd2eacca408dc42c5d1	-5.532990054999994	0.004441835510524989	0.23376448557030016	0.00649072198045878	(-5.96661, -5.10266)	(-0.00691163, 0.0173561)
b9024a1f377b62508864cfea59b16a31	-7.761388790000001	0.003784459705819993	0.1860009568922586	0.005112531092747432	(-8.10609, -7.40206)	(-0.00583507, 0.013283)
7ab1bc6052053650189083370055ae66	-6.158777805000001	0.0012371867138699997	0.3170031050077144	0.008774278863060005	(-6.72309, -5.53037)	(-0.0148811, 0.0180966)
8183f1e3f9806994e125b1d5c6932498	-6.16536974999999	-0.00732333500532501	0.2687617588434736	0.007415088514489495	(-6.64093, -5.67532)	(-0.0214727, 0.00553581)
92f000f936d3f349c5e7719a5edc5078	-7.326392355	0.0006358531102	0.15355986311339279	0.004246702564136279	(-7.62099, -7.05685)	(-0.00754849, 0.00801761)
6509bd0f539df985ac2f40c335cdb999	-8.419771875	-0.0027401224307819993	0.28070635410431005	0.007761906471037363	(-8.95835, -7.8921)	(-0.0178164, 0.0110526)
c4f9ef34bd2919511069f409c25de6f1	-4.6727067350000056	-0.0007687835797499994	0.3463973549181484	0.009561528935880349	(-5.31194, -4.01224)	(-0.0183328, 0.0174536)
74923f4bbde849e27fc4eda25d757e2a	-8.035623365000008	-0.011196649345079988	0.2944215976246083	0.007947460663848981	(-8.55263, -7.46536)	(-0.0261162, 0.00296866)
3edf7e19ca2ce44d4d3daa243e8725f7	-9.502824420000021	-0.0017691660280500033	0.22902152272627901	0.006354226207813385	(-9.96572, -9.11224)	(-0.013883, 0.0105245)
ebab7cfc7858bfb00c486bba21d6ca6d	-5.868318509999992	0.006504096610300013	0.26067797129845866	0.007300525382401416	(-6.37996, -5.40901)	(-0.00753324, 0.0197334)
8937656c16c20701c107e715bad86732	-3.318183329999997	0.0026868095823729993	0.2031865764879932	0.005609388971839354	(-3.70257, -2.9336)	(-0.00760788, 0.0129988)
6a6880faba39965be0e4b7d88966d1c9	-6.175325690000002	-0.005102343154298493	0.2781894945410841	0.0077608884789564705	(-6.73218, -5.69072)	(-0.0185091, 0.0107705)
85c05d873041801d03eed489230b23f6	-8.168751050000003	0.0021122786873749976	0.17129848142408477	0.004749105895156519	(-8.46312, -7.83813)	(-0.00683046, 0.0106271)
6d8fe4ac153ead767024e041ff1f0ec6	-8.48294072999999	0.004204008652746004	0.37257579865319623	0.010323404200638613	(-9.18149, -7.82374)	(-0.0142032, 0.0232285)
ed5952d1e022067b212146b9b3bc6812	-4.432581040000004	-0.008744575654693013	0.4095721216125662	0.011361330906124456	(-5.14571, -3.68034)	(-0.0286403, 0.0128156)
7029eddc845e01d613a3bbc113ebeaba	-6.559857720000003	0.0017011626255500005	0.2620133006757511	0.0072434068400082435	(-7.04976, -6.06521)	(-0.011633, 0.016037)
41d23d8bc82f57b26b6896d5e2e947e8	-9.505813900000003	-0.004133754917135005	0.29229831633759046	0.008248143063315602	(-10.0833, -8.99901)	(-0.0192783, 0.0114755)
0021d135d4ac12982cc8abdf2b38e23f	-5.890143495000001	-0.024306352980839968	0.6034312178622638	0.01677222378914923	(-7.00335, -4.80151)	(-0.0542275, 0.00737362)
e4c0082e2ab8c9772768fc29bb86caa3	-6.630562279999987	-0.0005643415876599994	0.178790882582143	0.004993002303787792	(-6.95854, -6.30122)	(-0.0102894, 0.00834389)
