Feature	Intercept_mean	protein_eaten_mean	Intercept_std	protein_eaten_std	Intercept_hdi	protein_eaten_hdi
d0037fe3397f56b52e971759e3f2f7a8	-8.935640535000006	0.0012294133806799983	0.4150300767981326	0.004815338318053144	(-9.64589, -8.09723)	(-0.00782031, 0.0100265)
3d7f3a3956e66e4728521a97abd9f07b	-6.920922299999999	-0.007050871692810011	0.49851019910761113	0.005825847083571476	(-7.75886, -5.92574)	(-0.0179805, 0.00343297)
3e15d94435169ddada1e508dd8b83a55	-8.041728980000004	-0.0002713114614330005	0.33286043189249687	0.003910090948265768	(-8.66513, -7.45416)	(-0.00729879, 0.00701293)
ed1528f4822674c9e1da64b84c778e9f	-6.1691905	0.0026131304794650024	0.31471836611238607	0.003701682171339551	(-6.74134, -5.60436)	(-0.00393392, 0.00959161)
477734397215c70bdacce28d5685cc6e	-6.340861220000003	0.0014499525522799984	0.609090120933603	0.0071279015884531454	(-7.5164, -5.22016)	(-0.0119898, 0.0143757)
1243750138937650754b619370565800	-5.879718124999997	-0.0028698877273750003	0.2975121599861668	0.0034525895932899777	(-6.50769, -5.38919)	(-0.00882497, 0.00408873)
997c1b9bc29e50b9096303c708bb54e8	-9.766316614999985	0.003152778753340002	0.3214960336456606	0.0037164315137321667	(-10.3879, -9.17856)	(-0.00341301, 0.0105685)
8aff935557eab67b0baa4553b8518105	-9.231012889999999	0.005322686011564996	0.41519745546263626	0.004883453703661875	(-9.97979, -8.43218)	(-0.00356129, 0.0146339)
39bb3fb5b2257fd2eacca408dc42c5d1	-5.672319134999996	0.003482208223109999	0.2765142143686321	0.0032466584999562356	(-6.19133, -5.17152)	(-0.002323, 0.00960436)
b9024a1f377b62508864cfea59b16a31	-7.862735094999995	0.0027970038267849987	0.2233494932143143	0.0026021845549840605	(-8.31208, -7.47794)	(-0.00194951, 0.00778646)
7ab1bc6052053650189083370055ae66	-5.669318715	-0.005440306791550016	0.3729539517823864	0.004365193894317994	(-6.4057, -5.02364)	(-0.0137833, 0.0024803)
8183f1e3f9806994e125b1d5c6932498	-6.458348525000002	0.0005245821612800004	0.30230198741469505	0.0035138645993606954	(-6.98796, -5.85584)	(-0.0066423, 0.00672689)
