Feature	Intercept_mean	bread_fg_eaten_mean	Intercept_std	bread_fg_eaten_std	Intercept_hdi	bread_fg_eaten_hdi
14387daaf0161dd3c971efd0f8806ffd	-7.977886690000009	-0.00012365149469500004	0.14695820216899724	0.0010580519594970217	(-8.2526, -7.68935)	(-0.00221623, 0.001852)
c97220e6c4063a029dec2f8160977f83	-7.06385741000001	0.0005443517009984989	0.17652373885625672	0.0013061676245960745	(-7.4035, -6.74916)	(-0.00174469, 0.00318602)
8a20667bca2eaf2a0687995af876a84c	-6.5966301750000005	-0.00023788018201500012	0.28891818232212274	0.0020912152823818774	(-7.10564, -6.03899)	(-0.00399632, 0.00377054)
131d3b899e72f19fcae1b0f9f8f3a009	-5.724181085000006	0.00188219249241	0.3629103106899456	0.0025651109133230272	(-6.46584, -5.10347)	(-0.00263236, 0.00694575)
c0c365b5a32a28b8d2602de07c5d0b06	-7.646069114999997	0.00014574977306500012	0.279281497752119	0.0020724908608657387	(-8.22841, -7.15524)	(-0.00399359, 0.00378074)
a650f349bbdffb95b3624519d1ba72b8	-4.599024385	-0.0030365749734999974	0.10584179499432989	0.0007773724285473774	(-4.78722, -4.39398)	(-0.0044924, -0.00162637)
0f6da5f59be656db2dadef7bf2d1a2e6	-8.430502645	-0.0008130283396050003	0.15426532897658496	0.001138583158827067	(-8.70009, -8.12585)	(-0.00281936, 0.00142827)
e84bea8ae61342674744560dd7de4721	-6.464854609999998	-0.0026535971089400004	0.2693743045075901	0.0019575820487360094	(-6.92653, -5.95658)	(-0.00615101, 0.00106596)
010f0ac2691bc0be12d0633d4b5d2cc4	-4.383831764999994	-0.0016092198872039996	0.13458510556385783	0.0009903079788693091	(-4.63299, -4.13247)	(-0.00339449, 0.000230277)
c8fce068920feb387167d44c01689295	-6.2671696350000055	-0.0006395386307099985	0.22815233324495443	0.0016252350204013157	(-6.68257, -5.85012)	(-0.00359989, 0.00234734)
86deb5cf8d6f29d383136e0d09863b69	-9.747051610000003	-0.0019521970955220008	0.20084886629629728	0.001493569026338957	(-10.1247, -9.38379)	(-0.00478316, 0.000836546)
79db4c4f494c95856ce31b42f267c4c4	-8.165143024999992	0.0015163545025549995	0.3331661758865976	0.00240350242761687	(-8.75836, -7.50583)	(-0.00282747, 0.00612833)
dde2f514908a4fcaa80827346c7b7a19	-7.968015540000005	0.00012281006194450006	0.12360375856465035	0.0009040158465223418	(-8.19152, -7.73077)	(-0.00158355, 0.00178475)
7dfa96abfa7484bb6c9cfa90dc9b606f	-5.490568919999993	-0.0021929230281850006	0.14857424488764392	0.00105948654812763	(-5.75394, -5.18913)	(-0.00405317, -0.000144813)
25f9cac7332bfbe3973f03bae0ee15cc	-9.408240574999995	-0.0005935067133614982	0.187994196415792	0.0013551106338862532	(-9.75483, -9.04922)	(-0.0031081, 0.00189614)
447b9d6a5c17543a456c597e65b37139	-4.399101865	0.00017217604200949998	0.08197720633000233	0.0005957731010185869	(-4.54791, -4.25265)	(-0.000835041, 0.00140329)
ccce7fe8aa849bed027f6898300e0c45	-8.484409829999999	-0.0007794744898990005	0.1845029140568547	0.0013373104863191583	(-8.83725, -8.16241)	(-0.00323674, 0.00164604)
363c1c39d58bce4fc3218659d0944258	-6.436297079999996	0.0012698919235450007	0.14435927218669947	0.0010530505030457381	(-6.71165, -6.17299)	(-0.00086047, 0.00315145)
7be9bac1b13acbd8acf0de464d7c20e6	-7.633688285000014	-0.002081961197534998	0.1417770295756995	0.0010367366592804132	(-7.88659, -7.377)	(-0.00389364, -0.000101354)
2ab8310e1e510f8045c7f4d191fa36be	-8.966149980000004	-0.0007679068448915004	0.24158077576868495	0.0017812861780591987	(-9.4139, -8.51997)	(-0.00380098, 0.00283839)
a66dd8d31584930c2b0f811f572dddcf	-6.855351314999998	0.00020509938216000013	0.20234593772230966	0.0014855185822788704	(-7.24038, -6.47986)	(-0.00256168, 0.00301917)
10155b2834300619ce0102110a37b057	-6.789884439999987	-0.0012770179104299993	0.09429242650969587	0.000684418175909836	(-6.9875, -6.63135)	(-0.00247864, 8.26584e-05)
fca904abacabcc0591dd00b0427f9180	-9.974496075000003	-0.0008325015585399981	0.1976814832923011	0.0014555791665323552	(-10.3608, -9.63398)	(-0.00346837, 0.00206279)
ef6752ce31dcb9e16b1155bbaa1a268d	-8.333353724999998	-0.0036543642887750033	0.2393054888465254	0.0017634629635696574	(-8.79326, -7.92825)	(-0.00686579, -0.000407118)
a24dae6b87885a55d81df1ea6d1abaf5	-5.437943984999994	-0.0026518880261300034	0.16095629589447494	0.0011635953598120817	(-5.72738, -5.12658)	(-0.00478256, -0.000414837)
79280cea51a6fe8a3432b2f266dd34db	-3.662281000000002	4.488339132550007e-05	0.07564205194334699	0.0005521650066020655	(-3.80036, -3.52049)	(-0.00100285, 0.00104875)
cba33b3578113908d449fc66ccb245d4	-6.184217934999999	1.041631063999996e-05	0.10394423827122783	0.000774160755026551	(-6.36935, -5.98235)	(-0.00144067, 0.00141028)
ef1616938612ecae94c31842853cb904	-8.855205750000005	4.689436777500072e-06	0.12101902012798449	0.0008695631024048518	(-9.06851, -8.62021)	(-0.00150106, 0.00173251)
a378e30f9be477f7777e409c8faea14c	-8.504098304999994	-0.0020013902686049985	0.16579061911693607	0.0012125724537289547	(-8.79457, -8.17474)	(-0.0043913, 0.000183691)
322498f1025a569812be6e3fe4f63ff7	-7.816162450000012	-0.0008757796574039995	0.23852099262014134	0.0017568802730131884	(-8.21287, -7.334)	(-0.00418042, 0.00220332)
d75b7080930e7a77ef3de8c6154895b9	-4.894844039999997	0.0012169740123249993	0.341750063256144	0.0025403433420870592	(-5.58402, -4.26759)	(-0.00342314, 0.00606311)
9bf0d2dbffe7925240ea811d2a4cd625	-8.529858844999996	-0.0038533755099500024	0.14865213186905857	0.001104887118011406	(-8.79881, -8.22695)	(-0.00583995, -0.00165665)
a167e4d4418792dcaba877443ed0e66d	-8.689607240000003	0.0007578139800574988	0.2534430662241176	0.0018196371203960727	(-9.16532, -8.20886)	(-0.00262464, 0.00430242)
ac0202d177961ffb380b6859272bde53	-7.689528064999994	-0.0026266104254127993	0.2104294467300281	0.0015033336549740608	(-8.10632, -7.32165)	(-0.00550849, 0.000122066)
e3ab3e4772986724760dbd52b7af55f7	-8.235272674999983	0.0004919757858179994	0.1647666406524524	0.0011989916199418272	(-8.57057, -7.9584)	(-0.00151899, 0.00305151)
481e48328fe7a9837c7233de8f60fc23	-8.74369427999999	-0.003420287644630005	0.22241758379899182	0.0016620335181567576	(-9.14379, -8.33142)	(-0.00677591, -0.000533734)
be17b29b03ed02bed133932284568d16	-6.435515010000003	-0.0004518295870196745	0.12336008155841947	0.000891782893910035	(-6.67553, -6.20008)	(-0.00204844, 0.00128306)
5f9d6c173705f19cd3a1e5145c52789a	-8.409452634999978	-0.0039270553114954965	0.2532499815875743	0.001867424492047642	(-8.87456, -7.94874)	(-0.00768256, -0.000600581)
1ef782a559e3e0a4ab42516e0a2c828f	-7.610803635000014	-0.008336306664999977	0.21748295343368132	0.0016065147727235595	(-8.0382, -7.20787)	(-0.011144, -0.00523789)
97f56e68f535e44ceb53d05f269e82d6	-6.843095324999981	0.0002878195865955005	0.10729475386660037	0.0007759455306740383	(-7.02624, -6.62621)	(-0.00117241, 0.00168181)
3f38509af22157cdcb4006457529d25e	-8.683623675000016	-0.0014336753782644982	0.2516740304662846	0.0018557929064082494	(-9.14799, -8.2016)	(-0.00489854, 0.00203233)
ccee9fc92f4182805278384a02a4d7d3	-9.382717555000015	-0.002738215512690001	0.19933573904037397	0.001500373547423585	(-9.73454, -9.01482)	(-0.00570715, -0.000134655)
b3bf877149e7a31ad9a7397a3ca8b011	-9.134057220000013	-0.0015480922330210016	0.22052350656238823	0.0016257425836831549	(-9.57279, -8.75585)	(-0.00452572, 0.0015738)
