Feature	Intercept_mean	coffee_fg_eaten_mean	Intercept_std	coffee_fg_eaten_std	Intercept_hdi	coffee_fg_eaten_hdi
23597fea41001255f06321d42aefd3bd	-8.46006286499998	0.00033244173076949954	0.0939805944306684	0.00042435168380971567	(-8.62834, -8.27877)	(-0.000437949, 0.0011363)
ee02d6d3506da57909d5e603709a295f	-6.715520000000012	-0.0002816950534400004	0.060592197958978154	0.00027384768660533213	(-6.81893, -6.59591)	(-0.000798497, 0.000235326)
e6a34eb113dba66df0b8bbec907a8f5d	-5.421641839999992	-0.00048466661329675005	0.07525471787744872	0.00034382147529174743	(-5.56626, -5.28633)	(-0.00106063, 0.000242779)
6c4de756c45fa6e7e5adfe196f9f0039	-5.459207015000008	0.00011999645117000014	0.14513268831879253	0.000641844488458762	(-5.7097, -5.17484)	(-0.00108174, 0.00132385)
60c57911662a9159dfdd0fc05d975a55	-4.327822910000001	0.00037386676899989977	0.06212139621605349	0.0002859253840227325	(-4.44427, -4.20941)	(-0.000152993, 0.0008998)
1986030e3c5cd5df6d869054bc96e536	-7.466835570000006	-0.001953203586499997	0.11040515849712416	0.0004819961290607946	(-7.66439, -7.25678)	(-0.0028184, -0.00102092)
ea3433f2c148c6fae4cc2e9ae197f5b8	-5.296431490000009	0.00041791716765150066	0.08421056084826839	0.0003735819247441164	(-5.45313, -5.1373)	(-0.000276759, 0.00111064)
059c8f8bb468064b134ea6d3661761ea	-4.8912511250000055	-9.944128219600013e-05	0.07949124485806203	0.0003447205118780052	(-5.04647, -4.73531)	(-0.000770297, 0.000542921)
8a9f7499cdb85b8efa497bb56256cb43	-6.413430274999994	7.338893182499974e-06	0.05499521747547121	0.00024481895120219866	(-6.51681, -6.31395)	(-0.000445931, 0.000465757)
8dccd839cf4868a3343e411c063932a6	-9.226126519999996	0.00035317577501499983	0.12278595603280366	0.0005617125721239933	(-9.43507, -8.98225)	(-0.000654598, 0.00145462)
f402919ff0fe53fec5b6ef190f9e42b7	-6.845375285000003	-0.000653746293609999	0.06896329652009664	0.00032460489508718675	(-6.96824, -6.71676)	(-0.0012421, -4.76364e-05)
f9382b37fc2cfd3cf606824a235802de	-9.804901229999992	0.00024056525652299977	0.10977451507743989	0.0005209525459724912	(-10.023, -9.61757)	(-0.000718256, 0.00122681)
1664c7d0b9dec6e07df8542c0c4049c7	-8.350885550000013	-0.0007901923917120001	0.08479010468384564	0.0003871022178186421	(-8.51188, -8.19299)	(-0.00147581, -1.6038e-05)
3e5f388f7ad4f160c2a1cdd1441d00c0	-6.466514000000011	-0.00044596862972399976	0.0620047309315991	0.0002874202936605971	(-6.58185, -6.35158)	(-0.000981281, 0.0001072)
f5706d9ec821f971e4c08ee992995b40	-8.045797119999994	0.0007529745129049984	0.11617786275709155	0.0005283767142169311	(-8.27886, -7.83997)	(-0.00014284, 0.0018257)
138eb7703e1255cf29760a4440de2a47	-8.62423575000001	8.94712457440001e-05	0.11169646891346877	0.0005163818124566064	(-8.82171, -8.4115)	(-0.000935936, 0.000964408)
