	Feature	Intercept_mean	fat_eaten_mean	Intercept_std	fat_eaten_std	Intercept_hdi	fat_eaten_hdi	lower	upper	credible	Taxon
31	cae14798faeabb8e1b8840e712839921	-6.404789764999989	-0.0086052017989749	0.3091321334494274	0.0031722038877527	(-6.9808, -5.78454)	(-0.0144198, -0.00242781)	0.0058145982010251	0.0061773917989749	yes	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes_A_871400; s__Alistipes_A_871400 finegoldii
33	8ffd2b3caa54b2922e98a0d5aab5adde	-6.20530798500001	-0.00851957648475	0.3241193738647689	0.0033139768017841	(-6.78145, -5.61136)	(-0.0146688, -0.00258678)	0.0061492235152499995	0.005932796484749999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_G_180878; s__Eubacterium_G_180878 sp000434315
35	a3607a88a8ed64e24a374847b23e404f	-5.721258094999991	-0.007726595612	0.224242831014775	0.0023053211975482	(-6.13522, -5.2842)	(-0.0122267, -0.00356201)	0.004500104388	0.004164585612	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Hominenteromicrobium; s__Hominenteromicrobium mulieris
36	c82032c40c98975f71892e4be561c87a	-6.3277160449999945	-0.007602479395	0.1732160673485805	0.0017873220662511	(-6.6678, -6.00452)	(-0.0109229, -0.00418423)	0.003320420604999999	0.0034182493950000005	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Dysosmobacter; s__Dysosmobacter welbionis
38	2ae945b550c248752a5b463c9aca1a6a	-8.786496574999997	-0.00741847132275	0.369461940798534	0.0038168935832791	(-9.50134, -8.10706)	(-0.0152067, -0.000828713)	0.00778822867725	0.00658975832275	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Paludihabitans; s__Paludihabitans psychrotolerans
42	192522c9b7c41f7a761f8a2ba792268a	-6.1526551750000085	-0.007099378629	0.2541657778355877	0.0026339684187864	(-6.60237, -5.67194)	(-0.0116991, -0.00216875)	0.004599721371000001	0.004930628628999999	yes	d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__Adlercreutzia_A_404257; s__Adlercreutzia_A_404257 equolifaciens
44	14f11556b1fc9132c5ab27b67a2479bf	-8.542126510000012	-0.0069776954070999	0.2879303328791879	0.0029465945218429	(-9.04428, -7.97153)	(-0.0125105, -0.00160643)	0.005532804592900101	0.0053712654070999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Hominenteromicrobium; s__Hominenteromicrobium mulieris
45	ccee9fc92f4182805278384a02a4d7d3	-9.071727684999994	-0.0069384189988	0.3335665407495044	0.0034696715120066	(-9.65307, -8.42703)	(-0.0135031, -0.000498005)	0.0065646810012	0.0064404139988	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Dysosmobacter; s__Dysosmobacter welbionis
46	aed0d8840bb7da5eacd80c6f9a1f91ed	-9.092618899999994	-0.00654601921375	0.3301116405278521	0.0034066548256674	(-9.73036, -8.49367)	(-0.0128012, -0.000363418)	0.006255180786250001	0.00618260121375	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__; g__; s__
47	0cc26190e976fc496119a5eb4cd0fee7	-9.419959550000009	-0.0064600318214999	0.3158996178691858	0.0032682239787195	(-9.97733, -8.81987)	(-0.0125809, -0.000511089)	0.006120868178500101	0.0059489428214999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Massilioclostridium; s__Massilioclostridium facile
50	9bf0d2dbffe7925240ea811d2a4cd625	-8.444420539999982	-0.006008843234	0.2545988994222251	0.002657416812445	(-8.92755, -7.96465)	(-0.0106957, -0.000840715)	0.004686856766000001	0.005168128234	yes	d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__; s__
51	370829fece3190f1a8efccf50b7d0921	-7.103564875000011	-0.0058803193954	0.256701171255186	0.0026385568695467	(-7.5812, -6.64408)	(-0.010626, -0.000892519)	0.0047456806046	0.0049878003954	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Lawsonibacter; s__
56	010f0ac2691bc0be12d0633d4b5d2cc4	-4.056119499999995	-0.00564101728263	0.2530872294977563	0.0026115916644449	(-4.49024, -3.55449)	(-0.0102897, -0.000554923)	0.0046486827173700005	0.00508609428263	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium duncaniae
60	1527fd8b14037f53b8edb26b111e1f72	-5.305606475000002	-0.0053691752767999	0.1985435129565414	0.0020435753500899	(-5.67091, -4.92692)	(-0.00944473, -0.00172336)	0.0040755547232001	0.0036458152767999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Enterocloster; s__Enterocloster sp000431375
63	6a129e8ae637c96e7bb56223913911f7	-5.506496955	-0.00531571017495	0.2547140616659749	0.0026117831304649	(-5.9917, -5.0692)	(-0.0101413, -0.000564099)	0.0048255898250500005	0.00475161117495	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_F; s__Eubacterium_F sp003491505
66	7be9bac1b13acbd8acf0de464d7c20e6	-7.409978115000007	-0.00515570469415	0.264242345207381	0.0027018747983815	(-7.91139, -6.94517)	(-0.0100831, -0.000118793)	0.004927395305849999	0.00503691169415	yes	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus rubneri
67	7b2ff5940de11da4dc3bb208805dff11	-7.917988644999996	-0.005031097650955	0.2444759271940982	0.0025324871328162	(-8.34697, -7.43588)	(-0.00990022, -0.000486516)	0.0048691223490449995	0.004544581650955	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__; s__
68	5034598009be77942a505e7c9978b06b	-7.618239975000002	-0.0049789488927249	0.2713952423926206	0.0028049658534844	(-8.09541, -7.09883)	(-0.0105375, -0.000145607)	0.0055585511072751	0.0048333418927249	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Faecousia; s__Faecousia sp000434635
73	3d766867c97f511431bf97e059d6498f	-5.279253785000014	-0.0048369233518	0.2311794456090849	0.0023724983324452	(-5.7465, -4.86808)	(-0.00903275, -0.000130729)	0.004195826648200001	0.004706194351799999	yes	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides_B_862066; s__Parabacteroides_B_862066 johnsonii
77	0b05a2e48cdc5f9e766bb0f4c209d4b4	-8.321629334999992	-0.004732424513695	0.2233006758888288	0.0022962365714953	(-8.73031, -7.90593)	(-0.00910486, -0.00062043)	0.004372435486304999	0.0041119945136950005	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Dysosmobacter; s__Dysosmobacter welbionis
86	f402919ff0fe53fec5b6ef190f9e42b7	-6.548941764999994	-0.004330392501315	0.1886621532926906	0.0019403128891744	(-6.9119, -6.20532)	(-0.00788212, -0.000519019)	0.0035517274986849997	0.0038113735013149998	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__Blautia_A_141781 obeum
93	a6fa2de5f4576d1d77b1616786e3dd52	-8.384775004999998	-0.0039868440011499	0.1891924037198638	0.0019642270676086	(-8.74445, -8.04909)	(-0.00739145, -0.000200127)	0.0034046059988500996	0.0037867170011499003	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Oribacterium; s__
94	25dd2ae928b2e5e1ac2e28dbe2112991	-5.972436314999999	-0.0039054258390499	0.1962994212443599	0.0020200253184376	(-6.31712, -5.57434)	(-0.00770297, -0.000187567)	0.0037975441609501	0.0037178588390499	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Anaerostipes; s__Anaerostipes hadrus
96	599ba6458e91e2527f358f547ea39261	-3.8657025349999934	-0.0038648861253999	0.1346836879537524	0.0013840463239953	(-4.09476, -3.60689)	(-0.00637606, -0.00139721)	0.0025111738746001	0.0024676761253999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__Blautia_A_141781 obeum
112	f7686a74ca2d3729eb66305e8a26309b	-3.4239709349999985	-0.003252937426395	0.1199797834636143	0.001235737298373	(-3.62606, -3.1694)	(-0.00564752, -0.00102124)	0.0023945825736049996	0.002231697426395	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Anaerostipes; s__Anaerostipes hadrus
127	de6891b6f7a1f35bd9ccbc058b9e1a77	-6.3257715849999965	-0.0026376052079	0.1274077245336315	0.0013094979164522	(-6.55614, -6.08403)	(-0.00502189, -0.000162812)	0.0023842847921	0.0024747932079	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoclostridium_B; s__Lachnoclostridium_B ammoniilytica
328	4c731267e801c2afe253b5cbb58bdd24	-4.9838557799999945	0.003315666533585	0.151784904450975	0.0015761413801605	(-5.24731, -4.69971)	(0.000536608, 0.00625795)	0.002779058533585	0.002942283466415	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Bariatricus; s__Bariatricus comes
343	ddd87ec4b9d332c2d8c02f5d1b08dbb4	-7.845332750000009	0.00412260210276	0.202532857883943	0.0020887030905757	(-8.22317, -7.46175)	(0.000248493, 0.00804052)	0.00387410910276	0.003917917897240001	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Bariatricus; s__Bariatricus comes
346	ca9dec36ad0aa5a1473144ddcb74951d	-5.566335554999984	0.0042054533484049	0.2015944434992988	0.0020668807527767	(-5.94791, -5.20274)	(0.000580223, 0.00838065)	0.0036252303484049	0.0041751966515951	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Hominicoprocola; s__Hominicoprocola fusiformis
360	1600415004247da005dd77bd44c633d9	-8.482796620000002	0.0049555885995	0.210379950465522	0.00214001225288	(-8.86021, -8.09353)	(0.0010461, 0.00887351)	0.003909488599500001	0.003917921400499999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__UBA1381; f__UBA1381; g__Hominilimicola; s__Hominilimicola sp001941225
361	64d05989cb6f8053633b2127793200b3	-7.923976700000001	0.00507870634995	0.2317194734074156	0.0023919361219782	(-8.3477, -7.50208)	(0.000783436, 0.00958567)	0.00429527034995	0.004506963650049999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Mediterraneibacter_A_155507; s__Mediterraneibacter_A_155507 faecis
362	8507091bac6b1be88f3d360d6d535d0e	-8.550015010000003	0.00510315672875	0.2190045174002122	0.0022427409681976	(-8.97765, -8.17962)	(0.00113196, 0.00935536)	0.003971196728749999	0.00425220327125	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__UBA3402; s__UBA3402 sp003478355
366	426bd7119a31b73ef734771a071a216c	-6.3294545550000185	0.0052171444544	0.268854611465197	0.002776715817614	(-6.85271, -5.8415)	(0.00013532, 0.0105625)	0.0050818244544	0.0053453555456000005	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__Blautia_A_141781 obeum
368	1fa555f9a74d47a6ca7a65a347bc885f	-6.442240215	0.0052885698886	0.2061688858899515	0.0021150526193372	(-6.79453, -6.01611)	(0.00131132, 0.00916529)	0.0039772498885999995	0.0038767201113999996	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Dysosmobacter; s__Dysosmobacter sp000403435
369	8f1c11c7b732265cbfc1bb7dbd0241e7	-6.188289344999999	0.0053275642912499	0.2339543794253936	0.0024150360922875	(-6.6193, -5.74628)	(0.000961395, 0.0100003)	0.0043661692912499	0.0046727357087501	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_I; s__Eubacterium_I ramulus
371	cc968157f7691aab95df444e8cd103e2	-5.862034110000007	0.0054363568575	0.1404911709884571	0.0014435970592984	(-6.1233, -5.60272)	(0.00279743, 0.00818742)	0.0026389268574999996	0.002751063142500001	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__UBA1381; f__UBA1381; g__Hominilimicola; s__Hominilimicola sp001941225
379	aea50462b44fe88301c739b72353e16f	-9.008448724999983	0.0057239974442489	0.251439509224633	0.0025696681298047	(-9.47582, -8.55473)	(0.00112789, 0.0106066)	0.004596107444248899	0.004882602555751101	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_I; s__Eubacterium_I ramulus
381	ab5c396eaf731e031c9764a05b798753	-9.115231995000004	0.0058190104854999	0.2978414416914978	0.0030456364828864	(-9.63777, -8.5532)	(3.12751e-05, 0.0112419)	0.0057877353854999	0.005422889514500101	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__Blautia_A_141781 obeum
382	aec9d6920c8746590e4dff84ba121b90	-8.478121494999998	0.005822819581805	0.2995719965664598	0.0030830947890889	(-9.01339, -7.86954)	(0.000333171, 0.0118896)	0.005489648581805	0.006066780418195	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Mediterraneibacter_A_155507; s__Mediterraneibacter_A_155507 lactaris
383	68ee181a51a55ca3814763c9214cfd8a	-9.23990920999997	0.0058394793072	0.2726247442223027	0.0027720219533635	(-9.76228, -8.71965)	(0.000627562, 0.0111977)	0.0052119173072	0.0053582206928	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium duncaniae
386	ea3433f2c148c6fae4cc2e9ae197f5b8	-5.799715204999991	0.00601488195325	0.2305900878345772	0.0023675242731828	(-6.20602, -5.35512)	(0.00171009, 0.0104755)	0.00430479195325	0.00446061804675	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Peptostreptococcales; f__Peptostreptococcaceae_256921; g__Intestinibacter; s__Intestinibacter bartlettii
394	30c16856bd5bae4cd2f1182341b30ffc	-9.790182319999987	0.0075411837135499	0.4044752821085826	0.0041510055185932	(-10.5619, -9.08375)	(0.000387918, 0.015607)	0.0071532657135498995	0.0080658162864501	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia_A_166204; s__Roseburia_A_166204 hominis
395	f655279fdb3e9fe733677c83df662486	-9.362041884999991	0.00772030488	0.2414058714901043	0.0024997182690842	(-9.84291, -8.9426)	(0.00289207, 0.0121246)	0.00482823488	0.004404295119999999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Dysosmobacter; s__Dysosmobacter sp000403435
397	8aff935557eab67b0baa4553b8518105	-9.658666195	0.0090560658259999	0.3904541967141242	0.003987707696233	(-10.3669, -8.96045)	(0.00195288, 0.0163373)	0.007103185825999901	0.007281234174000098	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Coprococcus_A_187866; s__Coprococcus_A_187866 catus_A
399	b423592b0ae631882095792b27729b9c	-9.846930514999972	0.0111845023549999	0.4817512408552623	0.004939582063666	(-10.7124, -8.90812)	(0.00134875, 0.0200644)	0.0098357523549999	0.0088798976450001	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Dysosmobacter; s__Dysosmobacter sp000403435
400	131d3b899e72f19fcae1b0f9f8f3a009	-6.609715510000001	0.0116614259679	0.6324227819464914	0.0065295905360446	(-7.69862, -5.3502)	(8.42763e-05, 0.0243601)	0.0115771496679	0.0126986740321	yes	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola_A; s__Phocaeicola_A plebeius
