	Feature	Intercept_mean	fast_food_fg_eaten_mean	Intercept_std	fast_food_fg_eaten_std	Intercept_hdi	fast_food_fg_eaten_hdi	lower	upper	credible	Taxon
33	96169c3701e79f42346c41eb7b5bf2af	-9.148656735000005	-0.0051600151505	0.1214712676594336	0.0015287023450932	(-9.36383, -8.90116)	(-0.00836716, -0.00254225)	0.0032071448495	0.0026177651505000002	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__
34	ab5c396eaf731e031c9764a05b798753	-8.248817010000003	-0.00508000524	0.11275292128792	0.0013582267990151	(-8.47073, -8.04756)	(-0.00763509, -0.00262837)	0.0025550847599999996	0.00245163524	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__Blautia_A_141781 obeum
35	cae14798faeabb8e1b8840e712839921	-6.90599101499999	-0.0050031460032999	0.1177606323234542	0.0014470224875656	(-7.11613, -6.68878)	(-0.00764644, -0.00221136)	0.0026432939967000997	0.0027917860032999004	yes	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes_A_871400; s__Alistipes_A_871400 finegoldii
36	426bd7119a31b73ef734771a071a216c	-5.529033070000006	-0.004971252505	0.0960097886112405	0.0011314751058123	(-5.69228, -5.32906)	(-0.00706611, -0.00285801)	0.0020948574949999996	0.002113242505	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__Blautia_A_141781 obeum
37	bb769f42c78f86faa2801cb2c2abb8dc	-8.30768065	-0.0049696651112999	0.1424301988490416	0.0017428360226589	(-8.56543, -8.0364)	(-0.0080795, -0.00176135)	0.0031098348887001	0.0032083151112998996	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Aristaeellaceae; g__; s__
38	e39b1ae9776ee98190c8cb02bc9de792	-8.891697149999988	-0.0049094264815	0.11265516885069	0.0014184085686073	(-9.09743, -8.68979)	(-0.0074884, -0.00221894)	0.0025789735185	0.0026904864815	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Anaerobutyricum; s__Anaerobutyricum hallii
39	ccce7fe8aa849bed027f6898300e0c45	-8.289598999999992	-0.0048704027874999	0.1183590775175271	0.0015024112296964	(-8.50569, -8.06128)	(-0.00763444, -0.00210892)	0.0027640372125001004	0.0027614827874999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Catonella; s__Catonella morbi
40	8f5959f21dc9ce9a281656f8d699ec07	-6.570130039999993	-0.0047403435335	0.1031077894501595	0.00128936205453	(-6.77789, -6.38267)	(-0.0072336, -0.00236042)	0.0024932564664999993	0.0023799235335000006	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__
41	ea3af29626a95b6c7b89d631bf1a739c	-5.087326724999998	-0.0047021796554999	0.0842621011542222	0.0010583205208739	(-5.24522, -4.93831)	(-0.00676818, -0.00284645)	0.0020660003445001004	0.0018557296554999	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospira; s__Lachnospira eligens
42	b1a153ff5a21342991138e7f7dd2658e	-6.391364454999994	-0.00465217720705	0.1661534008701084	0.0020711716180965	(-6.70021, -6.05902)	(-0.00876028, -0.00079598)	0.0041081027929500006	0.00385619720705	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__CAG-138; g__; s__
43	e5a43b018c81cedd19e9a5354d32d469	-6.133201499999996	-0.0046142502930915	0.1536190977699387	0.0018280500063227	(-6.40335, -5.82738)	(-0.00778564, -0.00102488)	0.0031713897069084998	0.0035893702930915004	yes	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_H_857956; s__Bacteroides_H_857956 cellulosilyticus
44	c764eda12e92f19526c7e5a78a38c615	-9.602432404999988	-0.00451963440105	0.1313776258560261	0.0016387931510223	(-9.85634, -9.36729)	(-0.00770166, -0.00164698)	0.0031820255989499996	0.00287265440105	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__UBA5905; s__UBA5905 sp002437905
45	7efeb75fc542932a033b37b887994dc8	-7.987070329999997	-0.0045190258468649	0.1699858758523515	0.0020895534271146	(-8.2935, -7.67264)	(-0.00875301, -0.00086769)	0.004233984153135101	0.0036513358468648997	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Aristaeellaceae; g__SFMI01; s__
46	8ffd2b3caa54b2922e98a0d5aab5adde	-6.720808229999992	-0.0045160228843349	0.1235399554964591	0.0015267221647435	(-6.95009, -6.4785)	(-0.00754826, -0.0018264)	0.0030322371156651	0.0026896228843349005	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_G_180878; s__Eubacterium_G_180878 sp000434315
47	810926a593979f3574e3bbe7defd3559	-9.158364650000005	-0.0043152544904	0.1502231948248255	0.001824085032917	(-9.43428, -8.89588)	(-0.00788618, -0.00103605)	0.0035709255095999993	0.0032792044904	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Borkfalkiaceae; g__Borkfalkia; s__
48	25def15fb42bed6855ede4893d27a21d	-5.012300394999993	-0.004302425562655	0.1388155388881013	0.0017360813060697	(-5.27234, -4.74002)	(-0.00761375, -0.00118619)	0.0033113244373449997	0.003116235562655	yes	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia; s__Akkermansia muciniphila_D_776786
49	90104f2fbcc925a6619e805c7a625c57	-8.29119886999999	-0.00429146983905	0.1351617427618595	0.0016503761546666	(-8.55567, -8.05489)	(-0.00749117, -0.00130321)	0.0031997001609500005	0.0029882598390499997	yes	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Aristaeellaceae; g__; s__
